t_star	a	k	B	p	c	sigma_tau	r0
33	0.5	0.05	0	1	10	40	0.6989282236412867
33	0.5	0.05	0	0.8	25	40	0.6989282236412867
33	0.5	0.05	0	1.2	10	40	0.6989282236412867
33	0.5	0.05	0	0.8	10	40	0.6989282236412867
33	0.5	0.05	0	1.2	25	40	0.6989282236412867
33	1	0.004	1.6	0.8	10	60	0.6839750751655457
33	1	0.006	1.6	0.8	10	60	0.6839585089303956
33	1	0.02	1.6	0.8	10	60	0.6830395486968825
33	1	0.05	1.6	0.8	10	60	0.6795417917098108
33	1	0.004	1.6	1	10	60	0.6787544090599223
33	1	0.006	1.6	1	10	60	0.6787298899789366
33	1	0.004	1.6	0.8	25	60	0.6786534950963248
33	1	0.006	1.6	0.8	25	60	0.678594067
33	1	0.004	0.8	0.8	10	60	0.6777437243021612
33	1	0.006	0.8	0.8	10	60	0.6777031210600949
33	1	0.02	1.6	1	10	60	0.6776881666015494
33	1	0.02	1.6	0.8	25	60	0.6773541882995131
33	1	0.02	0.8	0.8	10	60	0.6765555344039831
33	1	0.004	1.6	1.2	10	60	0.6757516856438751
33	1	0.006	1.6	1.2	10	60	0.6757159122926518
33	1	0.004	0.8	1	10	60	0.6751635744024121
33	1	0.004	1.6	1	25	60	0.6751542688603657
33	1	0.006	0.8	1	10	60	0.6751186624120525
33	1	0.004	0.8	0.8	25	60	0.6751182423574332
33	1	0.006	1.6	1	25	60	0.675097003
33	1	0.006	0.8	0.8	25	60	0.6750554693688035
33	1	0.02	1.6	1.2	10	60	0.674564114
33	1	0.02	0.8	1	10	60	0.6739059723775107
33	1	0.05	1.6	1	10	60	0.6738758238856184
33	1	0.02	1.6	1	25	60	0.6738141165670017
33	1	0.02	0.8	0.8	25	60	0.6737417524496274
33	1	0.004	0.8	1.2	10	60	0.6736740921364441
33	1	0.006	0.8	1.2	10	60	0.6736233653903756
33	1	0.004	1.6	1.2	25	60	0.6733960174712833
33	1	0.004	0.8	1	25	60	0.6733773958977792
33	1	0.006	1.6	1.2	25	60	0.6733369459734038
33	1	0.006	0.8	1	25	60	0.6733158277031212
33	1	0.05	1.6	0.8	25	60	0.673281032
33	1	0.05	0.8	0.8	10	60	0.6725755209965093
33	1	0.004	0.8	1.2	25	60	0.672501259
33	1	0.006	0.8	1.2	25	60	0.6724387808723687
33	1	0.02	0.8	1.2	10	60	0.6723540502900492
33	1	0.02	1.6	1.2	25	60	0.672015663
33	1	0.02	0.8	1	25	60	0.6719804211171464
33	1	0.004	0	1.2	25	60	0.6716088859152957
33	1	0.004	0	1.2	10	60	0.6716088859152957
33	1	0.004	0	1	25	60	0.6716088859152957
33	1	0.004	0	1	10	60	0.6716088859152957
33	1	0.004	0	0.8	25	60	0.6716088859152957
33	1	0.004	0	0.8	10	60	0.6716088859152957
33	1	0.006	0	1.2	10	60	0.6715429771239433
33	1	0.006	0	1	10	60	0.6715429771239433
33	1	0.006	0	1.2	25	60	0.6715429771239433
33	1	0.006	0	0.8	10	60	0.6715429771239433
33	1	0.006	0	0.8	25	60	0.6715429771239433
33	1	0.006	0	1	25	60	0.6715429771239433
33	1	0.02	0.8	1.2	25	60	0.6710839553702319
33	1	0.05	1.6	1.2	10	60	0.6705171533830048
33	1	0.02	0	1	25	60	0.6701543621203265
33	1	0.02	0	1	10	60	0.6701543621203265
33	1	0.02	0	1.2	25	60	0.6701543621203265
33	1	0.02	0	0.8	25	60	0.6701543621203265
33	1	0.02	0	0.8	10	60	0.6701543621203265
33	1	0.02	0	1.2	10	60	0.6701543621203265
33	1	0.05	0.8	1	10	60	0.6697619049771216
33	1	0.05	1.6	1	25	60	0.6695783248109293
33	1	0.05	0.8	0.8	25	60	0.6694658273859795
33	1	0.05	0.8	1.2	10	60	0.6680902550639832
33	1	0.05	1.6	1.2	25	60	0.6676754151106388
33	1	0.05	0.8	1	25	60	0.6676216597002249
33	1	0.05	0.8	1.2	25	60	0.6666724704592406
33	1	0.05	0	1.2	10	60	0.6656712402061661
33	1	0.05	0	0.8	25	60	0.6656712402061661
33	1	0.05	0	1	25	60	0.6656712402061661
33	1	0.05	0	1	10	60	0.6656712402061661
33	1	0.05	0	0.8	10	60	0.6656712402061661
33	1	0.05	0	1.2	25	60	0.6656712402061661
33	0.5	0.004	1.6	0.8	10	60	0.6592798579171572
33	0.5	0.006	1.6	0.8	10	60	0.6591931670411459
33	0.5	0.02	1.6	0.8	10	60	0.6582187230764666
33	0.5	0.05	1.6	0.8	10	60	0.6561537362345021
33	0.5	0.004	1.6	0.8	25	60	0.6538944221859422
33	0.5	0.006	1.6	0.8	25	60	0.6537709896603645
33	0.5	0.004	1.6	1	10	60	0.6537208917139192
33	0.5	0.006	1.6	1	10	60	0.6536256399919644
33	0.5	0.004	0.8	0.8	10	60	0.6527635217035295
33	0.5	0.006	0.8	0.8	10	60	0.6526548627880855
33	0.5	0.02	1.6	1	10	60	0.6525691862600708
33	0.5	0.02	1.6	0.8	25	60	0.652546534
33	0.5	0.02	0.8	0.8	10	60	0.6515127594926075
33	0.5	0.004	1.6	1.2	10	60	0.6505841580881112
33	0.5	0.006	1.6	1.2	10	60	0.6504784309774866
33	0.5	0.05	1.6	1	10	60	0.6503410329168444
33	0.5	0.004	0.8	0.8	25	60	0.6501169874816295
33	0.5	0.05	1.6	0.8	25	60	0.6501145549350897
33	0.5	0.004	1.6	1	25	60	0.6501098544188179
33	0.5	0.004	0.8	1	10	60	0.6500240446466952
33	0.5	0.006	0.8	0.8	25	60	0.6499895094562537
33	0.5	0.006	1.6	1	25	60	0.6499870123569138
33	0.5	0.006	0.8	1	10	60	0.649910836
33	0.5	0.02	1.6	1.2	10	60	0.6493419042571356
33	0.5	0.05	0.8	0.8	10	60	0.6491693636964828
33	0.5	0.02	1.6	1	25	60	0.6487447011257059
33	0.5	0.02	0.8	1	10	60	0.6487261881189745
33	0.5	0.02	0.8	0.8	25	60	0.6487196975289555
33	0.5	0.004	0.8	1.2	10	60	0.6484706947204737
33	0.5	0.006	0.8	1.2	10	60	0.6483521238334075
33	0.5	0.004	0.8	1	25	60	0.6482359110568018
33	0.5	0.004	1.6	1.2	25	60	0.6482357639906693
33	0.5	0.006	1.6	1.2	25	60	0.6481106390965305
33	0.5	0.006	0.8	1	25	60	0.6481087415158777
33	0.5	0.004	0.8	1.2	25	60	0.6473026058086857
33	0.5	0.006	0.8	1.2	25	60	0.6471742778007554
33	0.5	0.02	0.8	1.2	10	60	0.6471267083162239
33	0.5	0.05	1.6	1.2	10	60	0.6469810186686822
33	0.5	0.02	1.6	1.2	25	60	0.6468442754136021
33	0.5	0.02	0.8	1	25	60	0.6468301653867873
33	0.5	0.004	0	1.2	10	60	0.6463723775792336
33	0.5	0.004	0	1.2	25	60	0.6463723775792336
33	0.5	0.004	0	0.8	25	60	0.6463723775792336
33	0.5	0.004	0	0.8	10	60	0.6463723775792336
33	0.5	0.004	0	1	10	60	0.6463723775792336
33	0.5	0.004	0	1	25	60	0.6463723775792336
33	0.5	0.05	0.8	1	10	60	0.6463001003494582
33	0.5	0.05	1.6	1	25	60	0.6462484032814367
33	0.5	0.006	0	0.8	25	60	0.6462408262816206
33	0.5	0.006	0	0.8	10	60	0.6462408262816206
33	0.5	0.006	0	1.2	10	60	0.6462408262816206
33	0.5	0.006	0	1	10	60	0.6462408262816206
33	0.5	0.006	0	1	25	60	0.6462408262816206
33	0.5	0.006	0	1.2	25	60	0.6462408262816206
33	0.5	0.05	0.8	0.8	25	60	0.6461906106545808
33	0.5	0.02	0.8	1.2	25	60	0.6458835926798469
33	0.5	0.02	0	0.8	10	60	0.6449257077937051
33	0.5	0.02	0	1.2	10	60	0.6449257077937051
33	0.5	0.02	0	0.8	25	60	0.6449257077937051
33	0.5	0.02	0	1	25	60	0.6449257077937051
33	0.5	0.02	0	1.2	25	60	0.6449257077937051
33	0.5	0.02	0	1	10	60	0.6449257077937051
33	0.5	0.05	0.8	1.2	10	60	0.6446337329755671
33	0.5	0.05	1.6	1.2	25	60	0.6442980761581865
33	0.5	0.05	0.8	1	25	60	0.6442692628386056
33	0.5	0.05	0.8	1.2	25	60	0.6432977176010025
33	0.5	0.05	0	1	25	60	0.6423000924609988
33	0.5	0.05	0	0.8	10	60	0.6423000924609988
33	0.5	0.05	0	0.8	25	60	0.6423000924609988
33	0.5	0.05	0	1.2	10	60	0.6423000924609988
33	0.5	0.05	0	1	10	60	0.6423000924609988
33	0.5	0.05	0	1.2	25	60	0.6423000924609988
