t_star,a,k,tail_B,tail_p,sigma,r0,p
25.0,0.6,0.04,0.5,1.0,15.0,0.7770912592761605,0.015984015984015984
25.0,0.6,0.04,0.5,0.7,15.0,0.7791592965662627,0.015984015984015984
25.0,0.6,0.04,0.2,1.3,15.0,0.7760461481415355,0.015984015984015984
25.0,0.6,0.04,0.2,1.0,15.0,0.7764637905218715,0.015984015984015984
25.0,0.3,0.08,0.2,1.0,25.0,0.7780146890854958,0.015984015984015984
25.0,1.0,0.02,0.2,1.3,15.0,0.7820210700956705,0.015984015984015984
25.0,0.3,0.08,0.2,0.7,40.0,0.7555499193216945,0.015984015984015984
25.0,0.3,0.08,0.0,1.3,40.0,0.7544808081284851,0.015984015984015984
25.0,0.3,0.02,0.5,1.3,40.0,0.7449241479846064,0.015984015984015984
25.0,0.3,0.02,0.5,1.3,25.0,0.7686238956088745,0.015984015984015984
25.0,0.3,0.02,0.5,1.0,40.0,0.7459679435158271,0.015984015984015984
25.0,0.3,0.02,0.5,1.0,25.0,0.7693152801282734,0.015984015984015984
25.0,0.3,0.02,0.5,0.7,40.0,0.7494506704887368,0.015984015984015984
25.0,0.3,0.02,0.5,0.7,25.0,0.7727071155486255,0.015984015984015984
25.0,0.3,0.02,0.2,1.3,40.0,0.7445825059803565,0.015984015984015984
25.0,0.3,0.02,0.2,1.3,25.0,0.768434997531519,0.015984015984015984
25.0,0.3,0.04,0.0,0.7,25.0,0.7700403659321222,0.015984015984015984
25.0,0.3,0.02,0.2,1.0,40.0,0.7448619558779728,0.015984015984015984
25.0,0.3,0.02,0.2,0.7,40.0,0.7458522138038122,0.015984015984015984
25.0,0.3,0.02,0.2,0.7,25.0,0.7691551499139523,0.015984015984015984
25.0,0.3,0.02,0.0,1.3,40.0,0.7442961973560492,0.015984015984015984
25.0,0.3,0.02,0.0,1.3,25.0,0.7682516989271553,0.015984015984015984
25.0,0.3,0.02,0.0,1.0,40.0,0.7442961973560492,0.015984015984015984
25.0,0.3,0.02,0.0,1.0,25.0,0.7682516989271553,0.015984015984015984
25.0,0.3,0.02,0.0,0.7,40.0,0.7442961973560492,0.015984015984015984
25.0,0.3,0.02,0.0,0.7,25.0,0.7682516989271553,0.015984015984015984
25.0,0.3,0.02,0.2,1.0,25.0,0.7685472185921665,0.015984015984015984
25.0,0.3,0.04,0.0,0.7,40.0,0.7474368839620148,0.015984015984015984
25.0,0.3,0.04,0.0,1.0,25.0,0.7700403659321222,0.015984015984015984
25.0,0.3,0.04,0.0,1.0,40.0,0.7474368839620148,0.015984015984015984
25.0,0.3,0.08,0.0,1.3,25.0,0.7775458781248494,0.015984015984015984
25.0,0.3,0.08,0.0,1.0,40.0,0.7544808081284851,0.015984015984015984
25.0,0.3,0.08,0.0,1.0,25.0,0.7775458781248494,0.015984015984015984
25.0,0.3,0.08,0.0,0.7,40.0,0.7544808081284851,0.015984015984015984
25.0,0.3,0.08,0.0,0.7,25.0,0.7775458781248494,0.015984015984015984
25.0,0.3,0.04,0.5,1.3,40.0,0.7490819073881017,0.015984015984015984
25.0,0.3,0.04,0.5,1.3,25.0,0.7718747016453186,0.015984015984015984
25.0,0.3,0.04,0.5,1.0,40.0,0.7508888547894321,0.015984015984015984
25.0,0.3,0.04,0.5,1.0,25.0,0.7739732018938288,0.015984015984015984
25.0,0.3,0.04,0.5,0.7,40.0,0.753897316416832,0.015984015984015984
25.0,0.3,0.04,0.5,0.7,25.0,0.7768630064673591,0.015984015984015984
25.0,0.3,0.04,0.2,1.3,40.0,0.7481326403575339,0.015984015984015984
25.0,0.3,0.04,0.2,1.3,25.0,0.7708105812231626,0.015984015984015984
25.0,0.3,0.04,0.2,1.0,40.0,0.7490377278758613,0.015984015984015984
25.0,0.3,0.04,0.2,1.0,25.0,0.7718244003254935,0.015984015984015984
25.0,0.3,0.04,0.2,0.7,40.0,0.7508374027379744,0.015984015984015984
25.0,0.3,0.04,0.2,0.7,25.0,0.7739625434999203,0.015984015984015984
25.0,0.3,0.04,0.0,1.3,40.0,0.7474368839620148,0.015984015984015984
25.0,0.3,0.04,0.0,1.3,25.0,0.7700403659321222,0.015984015984015984
25.0,0.3,0.08,0.2,0.7,25.0,0.7780318188211909,0.015984015984015984
25.0,1.0,0.02,0.5,1.3,15.0,0.7826126567831392,0.015984015984015984
25.0,0.6,0.08,0.5,0.7,15.0,0.7832437052060549,0.015984015984015984
30.0,0.3,0.02,0.2,0.7,25.0,0.7692567352937556,0.015984015984015984
30.0,0.3,0.04,0.0,0.7,25.0,0.7698191690764707,0.015984015984015984
30.0,0.3,0.02,0.5,1.3,25.0,0.7694529590460736,0.015984015984015984
30.0,0.3,0.04,0.0,0.7,40.0,0.7471949932480804,0.015984015984015984
30.0,0.3,0.02,0.5,1.0,40.0,0.7462592313153212,0.015984015984015984
30.0,0.3,0.02,0.2,0.7,40.0,0.745920569890007,0.015984015984015984
30.0,0.3,0.04,0.0,1.0,25.0,0.7698191690764707,0.015984015984015984
30.0,0.3,0.02,0.0,0.7,40.0,0.7444533347863846,0.015984015984015984
30.0,0.3,0.04,0.0,1.0,40.0,0.7471949932480804,0.015984015984015984
30.0,0.3,0.02,0.5,1.0,25.0,0.7695699883876345,0.015984015984015984
30.0,0.3,0.04,0.0,1.3,25.0,0.7698191690764707,0.015984015984015984
30.0,0.3,0.02,0.5,0.7,40.0,0.750866292115937,0.015984015984015984
30.0,0.3,0.04,0.0,1.3,40.0,0.7471949932480804,0.015984015984015984
30.0,0.3,0.02,0.5,0.7,25.0,0.7741159703838077,0.015984015984015984
30.0,0.3,0.02,0.0,0.7,25.0,0.7686401183408074,0.015984015984015984
30.0,0.3,0.02,0.0,1.0,25.0,0.7686401183408074,0.015984015984015984
30.0,0.3,0.04,0.2,0.7,25.0,0.7736889181809902,0.015984015984015984
30.0,0.3,0.04,0.2,0.7,40.0,0.7508562167205319,0.015984015984015984
30.0,0.3,0.04,0.5,0.7,25.0,0.777296181867795,0.015984015984015984
30.0,0.3,0.04,0.2,1.3,40.0,0.7474484010299792,0.015984015984015984
30.0,0.3,0.02,0.2,1.0,25.0,0.7692829612016823,0.015984015984015984
30.0,0.3,0.04,0.2,1.3,25.0,0.7700005721102645,0.015984015984015984
30.0,0.3,0.02,0.0,1.3,40.0,0.7444533347863846,0.015984015984015984
30.0,0.3,0.02,0.0,1.0,40.0,0.7444533347863846,0.015984015984015984
30.0,0.3,0.04,0.2,1.0,40.0,0.7481293791548511,0.015984015984015984
30.0,0.3,0.02,0.2,1.0,40.0,0.7454491467460415,0.015984015984015984
30.0,0.3,0.02,0.2,1.3,25.0,0.7690709087381368,0.015984015984015984
30.0,0.3,0.04,0.2,1.0,25.0,0.7706674608919586,0.015984015984015984
30.0,0.3,0.02,0.2,1.3,40.0,0.7450371051733322,0.015984015984015984
30.0,0.3,0.02,0.0,1.3,25.0,0.7686401183408074,0.015984015984015984
30.0,0.3,0.02,0.5,1.3,40.0,0.7456467949644265,0.015984015984015984
25.0,0.6,0.02,0.0,1.3,40.0,0.7558929972979433,0.01898101898101898
25.0,0.6,0.02,0.2,0.7,25.0,0.7818339229008969,0.01898101898101898
25.0,0.6,0.02,0.0,1.3,25.0,0.77934397528396,0.01898101898101898
35.0,0.6,0.02,0.2,1.0,40.0,0.757407931795982,0.01898101898101898
35.0,0.6,0.02,0.2,0.7,40.0,0.7571696616404917,0.01898101898101898
25.0,1.0,0.04,0.5,1.3,15.0,0.7879004013384697,0.01898101898101898
25.0,1.0,0.08,0.2,1.3,15.0,0.7932184188780063,0.01898101898101898
35.0,0.6,0.04,0.2,0.7,40.0,0.7657876305274304,0.01898101898101898
30.0,0.6,0.02,0.5,1.0,25.0,0.7811370022916932,0.01898101898101898
35.0,0.6,0.04,0.0,1.3,40.0,0.762078044385375,0.01898101898101898
30.0,0.6,0.02,0.5,1.0,40.0,0.7576375916668282,0.01898101898101898
25.0,1.0,0.08,0.2,1.3,25.0,0.8116660686967657,0.01898101898101898
35.0,0.6,0.04,0.0,1.0,40.0,0.762078044385375,0.01898101898101898
30.0,0.6,0.02,0.5,1.3,25.0,0.7795466838996316,0.01898101898101898
25.0,0.6,0.02,0.0,0.7,25.0,0.77934397528396,0.01898101898101898
35.0,0.6,0.02,0.2,1.3,40.0,0.7571874702538121,0.01898101898101898
35.0,0.6,0.04,0.0,0.7,40.0,0.762078044385375,0.01898101898101898
30.0,0.6,0.02,0.5,1.3,40.0,0.7562128464772152,0.01898101898101898
35.0,0.6,0.02,0.5,1.3,40.0,0.7574993916366165,0.01898101898101898
35.0,0.6,0.02,0.5,1.3,25.0,0.7806521970013508,0.01898101898101898
25.0,0.6,0.02,0.0,1.0,25.0,0.77934397528396,0.01898101898101898
35.0,0.6,0.02,0.5,1.0,40.0,0.7611287392409292,0.01898101898101898
35.0,0.6,0.02,0.5,1.0,25.0,0.7846408036552182,0.01898101898101898
35.0,0.6,0.02,0.5,0.7,40.0,0.7648959907319284,0.01898101898101898
35.0,0.6,0.02,0.5,0.7,25.0,0.7877843938928535,0.01898101898101898
25.0,0.6,0.02,0.0,0.7,40.0,0.7558929972979433,0.01898101898101898
25.0,0.6,0.02,0.0,1.0,40.0,0.7558929972979433,0.01898101898101898
25.0,0.6,0.02,0.2,1.0,40.0,0.7561822187591749,0.01898101898101898
25.0,0.6,0.02,0.2,0.7,40.0,0.7582716954970917,0.01898101898101898
25.0,0.6,0.04,0.2,1.0,25.0,0.786472651096133,0.01898101898101898
30.0,0.6,0.04,0.2,0.7,40.0,0.7647202231377817,0.01898101898101898
25.0,0.6,0.04,0.2,0.7,40.0,0.7654369528640451,0.01898101898101898
25.0,0.6,0.04,0.2,0.7,25.0,0.7877024058314035,0.01898101898101898
30.0,0.6,0.04,0.2,0.7,25.0,0.7870083241158349,0.01898101898101898
25.0,0.6,0.04,0.0,1.3,40.0,0.7630766937479457,0.01898101898101898
25.0,0.6,0.04,0.0,1.3,25.0,0.7855150750486178,0.01898101898101898
25.0,1.0,0.08,0.2,0.7,15.0,0.794587155583984,0.01898101898101898
25.0,0.6,0.04,0.0,1.0,40.0,0.7630766937479457,0.01898101898101898
25.0,0.6,0.04,0.0,1.0,25.0,0.7855150750486178,0.01898101898101898
30.0,0.6,0.04,0.0,1.3,40.0,0.7639958742815716,0.01898101898101898
25.0,0.6,0.04,0.0,0.7,40.0,0.7630766937479457,0.01898101898101898
30.0,0.6,0.08,0.0,1.0,40.0,0.7716961606127499,0.01898101898101898
25.0,1.0,0.08,0.2,0.7,25.0,0.8130118798404248,0.01898101898101898
25.0,0.6,0.02,0.5,1.3,40.0,0.7562285505178352,0.01898101898101898
25.0,0.6,0.02,0.5,1.3,25.0,0.7797398723720811,0.01898101898101898
25.0,0.6,0.02,0.5,1.0,40.0,0.7583002177620511,0.01898101898101898
35.0,0.6,0.02,0.0,1.3,40.0,0.7561458502074269,0.01898101898101898
30.0,0.6,0.04,0.0,0.7,40.0,0.7639958742815716,0.01898101898101898
25.0,0.6,0.02,0.2,1.0,25.0,0.7797056443185991,0.01898101898101898
35.0,0.6,0.02,0.0,1.0,40.0,0.7561458502074269,0.01898101898101898
30.0,0.6,0.02,0.5,0.7,40.0,0.7624164273083883,0.01898101898101898
25.0,1.0,0.08,0.2,1.0,25.0,0.8121532313403275,0.01898101898101898
35.0,0.6,0.02,0.2,0.7,25.0,0.7804483302567666,0.01898101898101898
35.0,0.6,0.02,0.0,0.7,40.0,0.7561458502074269,0.01898101898101898
25.0,0.6,0.02,0.2,1.3,40.0,0.7560604507471773,0.01898101898101898
25.0,1.0,0.08,0.2,1.0,15.0,0.7936803783767985,0.01898101898101898
25.0,0.6,0.02,0.5,0.7,25.0,0.7842340438850981,0.01898101898101898
25.0,0.6,0.02,0.5,0.7,40.0,0.7610815124441175,0.01898101898101898
30.0,0.6,0.04,0.0,1.0,40.0,0.7639958742815716,0.01898101898101898
25.0,0.6,0.02,0.5,1.0,25.0,0.7819158988887506,0.01898101898101898
25.0,0.6,0.02,0.2,1.3,25.0,0.7795263687356226,0.01898101898101898
30.0,0.6,0.02,0.5,0.7,25.0,0.7855233331066267,0.01898101898101898
35.0,0.6,0.08,0.0,1.0,40.0,0.7675666765075769,0.01898101898101898
25.0,1.0,0.08,0.5,0.7,15.0,0.7958671603945894,0.01898101898101898
35.0,1.0,0.02,0.2,1.3,25.0,0.791830905609403,0.01898101898101898
35.0,1.0,0.02,0.5,0.7,15.0,0.7870027408089371,0.01898101898101898
35.0,1.0,0.02,0.5,1.0,25.0,0.7954399530141965,0.01898101898101898
35.0,1.0,0.02,0.5,1.3,25.0,0.7930526809397107,0.01898101898101898
35.0,1.0,0.04,0.0,0.7,25.0,0.7978748752000502,0.01898101898101898
35.0,1.0,0.04,0.0,1.0,25.0,0.7978748752000502,0.01898101898101898
35.0,1.0,0.04,0.0,1.3,25.0,0.7978748752000502,0.01898101898101898
35.0,1.0,0.04,0.2,0.7,25.0,0.802208480299486,0.01898101898101898
35.0,1.0,0.04,0.2,1.0,25.0,0.8005844264672338,0.01898101898101898
35.0,1.0,0.04,0.2,1.3,25.0,0.7996836672110705,0.01898101898101898
35.0,1.0,0.04,0.5,0.7,15.0,0.7903530581339874,0.01898101898101898
35.0,1.0,0.04,0.5,0.7,25.0,0.8056215214871734,0.01898101898101898
35.0,1.0,0.04,0.5,1.0,25.0,0.8030484825485907,0.01898101898101898
35.0,1.0,0.02,0.2,1.0,25.0,0.7920055402281384,0.01898101898101898
35.0,1.0,0.04,0.5,1.3,25.0,0.8021077051762251,0.01898101898101898
35.0,1.0,0.08,0.0,0.7,40.0,0.787357705932197,0.01898101898101898
35.0,1.0,0.08,0.0,1.0,25.0,0.8073598953733662,0.01898101898101898
35.0,1.0,0.08,0.0,1.0,40.0,0.787357705932197,0.01898101898101898
35.0,1.0,0.08,0.0,1.3,25.0,0.8073598953733662,0.01898101898101898
35.0,1.0,0.08,0.0,1.3,40.0,0.787357705932197,0.01898101898101898
35.0,1.0,0.08,0.2,0.7,25.0,0.8102285610931629,0.01898101898101898
35.0,1.0,0.08,0.2,0.7,40.0,0.7903740838049663,0.01898101898101898
35.0,1.0,0.08,0.2,1.0,25.0,0.8097251845662323,0.01898101898101898
35.0,1.0,0.08,0.2,1.0,40.0,0.7896677848990763,0.01898101898101898
35.0,1.0,0.08,0.2,1.3,25.0,0.8092265702429053,0.01898101898101898
35.0,1.0,0.08,0.2,1.3,40.0,0.7890354521332891,0.01898101898101898
35.0,1.0,0.08,0.5,0.7,25.0,0.8141287818934629,0.01898101898101898
35.0,1.0,0.08,0.5,1.0,25.0,0.8110236138145873,0.01898101898101898
35.0,1.0,0.08,0.0,0.7,25.0,0.8073598953733662,0.01898101898101898
35.0,0.6,0.04,0.2,1.0,40.0,0.7647325220259491,0.01898101898101898
35.0,1.0,0.02,0.2,0.7,25.0,0.7931165791115885,0.01898101898101898
35.0,1.0,0.02,0.0,1.0,25.0,0.7913368662662453,0.01898101898101898
30.0,0.6,0.02,0.2,1.3,40.0,0.7556672738771747,0.01898101898101898
35.0,0.6,0.04,0.2,1.3,40.0,0.7636646424427372,0.01898101898101898
35.0,0.6,0.04,0.5,0.7,25.0,0.7926111241154856,0.01898101898101898
35.0,0.6,0.04,0.5,0.7,40.0,0.7710032438183485,0.01898101898101898
35.0,0.6,0.04,0.5,1.0,25.0,0.7900182382218591,0.01898101898101898
35.0,0.6,0.04,0.5,1.0,40.0,0.7677845151676453,0.01898101898101898
30.0,0.6,0.02,0.2,1.0,40.0,0.7560073321639788,0.01898101898101898
30.0,0.6,0.02,0.2,1.0,25.0,0.7793464311387783,0.01898101898101898
35.0,0.6,0.04,0.5,1.3,40.0,0.7659920917683605,0.01898101898101898
25.0,1.0,0.08,0.5,1.0,15.0,0.7946443334215542,0.01898101898101898
30.0,0.6,0.02,0.2,0.7,40.0,0.7568571057239022,0.01898101898101898
35.0,0.6,0.08,0.0,0.7,40.0,0.7675666765075769,0.01898101898101898
30.0,0.6,0.02,0.2,0.7,25.0,0.7803505973525001,0.01898101898101898
35.0,1.0,0.02,0.0,1.3,25.0,0.7913368662662453,0.01898101898101898
25.0,0.6,0.04,0.2,1.0,40.0,0.7639641269549762,0.01898101898101898
35.0,0.6,0.08,0.0,1.3,40.0,0.7675666765075769,0.01898101898101898
25.0,1.0,0.08,0.5,1.3,15.0,0.7937193667165667,0.01898101898101898
30.0,0.6,0.02,0.0,1.0,40.0,0.7554861997445542,0.01898101898101898
35.0,0.6,0.08,0.2,0.7,40.0,0.773478655265179,0.01898101898101898
25.0,1.0,0.08,0.5,1.3,25.0,0.8121799771197127,0.01898101898101898
35.0,0.6,0.08,0.2,1.0,40.0,0.7710190401593814,0.01898101898101898
30.0,0.6,0.02,0.0,0.7,40.0,0.7554861997445542,0.01898101898101898
35.0,0.6,0.08,0.2,1.3,40.0,0.7697354485945938,0.01898101898101898
35.0,0.6,0.08,0.5,0.7,25.0,0.798337720772878,0.01898101898101898
35.0,0.6,0.08,0.5,0.7,40.0,0.7775368562452531,0.01898101898101898
35.0,0.6,0.08,0.5,1.0,40.0,0.7752895203631457,0.01898101898101898
35.0,0.6,0.08,0.5,1.3,40.0,0.7733328569930105,0.01898101898101898
35.0,1.0,0.02,0.0,0.7,25.0,0.7913368662662453,0.01898101898101898
30.0,0.6,0.02,0.0,1.3,40.0,0.7554861997445542,0.01898101898101898
25.0,0.6,0.04,0.2,1.3,25.0,0.785801426091388,0.01898101898101898
25.0,0.6,0.04,0.0,0.7,25.0,0.7855150750486178,0.01898101898101898
35.0,1.0,0.08,0.5,1.3,40.0,0.790357410835487,0.01898101898101898
30.0,0.6,0.08,0.5,1.3,40.0,0.7732808941280149,0.01898101898101898
30.0,1.0,0.08,0.2,1.3,25.0,0.8097053079037098,0.01898101898101898
25.0,1.0,0.04,0.2,1.0,15.0,0.7878358652495504,0.01898101898101898
30.0,1.0,0.08,0.5,0.7,15.0,0.7945879453786437,0.01898101898101898
30.0,1.0,0.08,0.5,0.7,25.0,0.8140325039922067,0.01898101898101898
30.0,1.0,0.04,0.0,1.0,25.0,0.8007713797895574,0.01898101898101898
30.0,0.6,0.08,0.5,1.0,40.0,0.7741710883834964,0.01898101898101898
30.0,1.0,0.02,0.5,1.3,25.0,0.7915766811935082,0.01898101898101898
30.0,1.0,0.08,0.5,1.0,25.0,0.8107256241917763,0.01898101898101898
25.0,1.0,0.04,0.2,1.3,15.0,0.7874230829959836,0.01898101898101898
30.0,0.6,0.08,0.5,0.7,40.0,0.7756893823569182,0.01898101898101898
30.0,1.0,0.08,0.5,1.3,25.0,0.8096635936877079,0.01898101898101898
30.0,0.6,0.08,0.5,0.7,25.0,0.796655962678378,0.01898101898101898
30.0,0.6,0.08,0.2,1.3,40.0,0.7724206348841263,0.01898101898101898
30.0,0.6,0.08,0.0,0.7,40.0,0.7716961606127499,0.01898101898101898
25.0,1.0,0.04,0.5,0.7,15.0,0.789909785332969,0.01898101898101898
25.0,1.0,0.08,0.0,0.7,15.0,0.792867363632215,0.01898101898101898
30.0,1.0,0.02,0.2,1.0,25.0,0.7912869547503845,0.01898101898101898
25.0,1.0,0.08,0.0,0.7,25.0,0.8112925260952323,0.01898101898101898
30.0,1.0,0.02,0.0,0.7,25.0,0.7904120864683418,0.01898101898101898
30.0,1.0,0.04,0.0,0.7,25.0,0.8007713797895574,0.01898101898101898
30.0,1.0,0.08,0.2,1.0,25.0,0.8096039003846083,0.01898101898101898
30.0,1.0,0.02,0.5,0.7,15.0,0.7857447209315611,0.01898101898101898
30.0,1.0,0.04,0.5,0.7,15.0,0.7896549962105893,0.01898101898101898
30.0,1.0,0.04,0.2,1.0,25.0,0.801283739841319,0.01898101898101898
30.0,1.0,0.04,0.5,1.0,25.0,0.8011831982698042,0.01898101898101898
25.0,0.6,0.04,0.2,1.3,40.0,0.7632976159582834,0.01898101898101898
30.0,1.0,0.02,0.2,0.7,25.0,0.7929085914892545,0.01898101898101898
25.0,1.0,0.04,0.0,1.3,15.0,0.7870859788973683,0.01898101898101898
30.0,1.0,0.04,0.5,1.3,25.0,0.8013895464049221,0.01898101898101898
30.0,1.0,0.04,0.2,0.7,25.0,0.8010753884633011,0.01898101898101898
25.0,1.0,0.04,0.0,0.7,15.0,0.7870859788973683,0.01898101898101898
30.0,1.0,0.08,0.0,0.7,25.0,0.8096769335130037,0.01898101898101898
30.0,1.0,0.02,0.0,1.3,25.0,0.7904120864683418,0.01898101898101898
30.0,1.0,0.02,0.2,1.3,25.0,0.7905395050470602,0.01898101898101898
25.0,1.0,0.02,0.5,1.0,15.0,0.7837599443774367,0.01898101898101898
25.0,1.0,0.04,0.2,0.7,15.0,0.7886671360403587,0.01898101898101898
30.0,1.0,0.08,0.0,1.0,25.0,0.8096769335130037,0.01898101898101898
30.0,1.0,0.04,0.0,1.3,25.0,0.8007713797895574,0.01898101898101898
30.0,1.0,0.08,0.0,1.3,25.0,0.8096769335130037,0.01898101898101898
30.0,1.0,0.02,0.0,1.0,25.0,0.7904120864683418,0.01898101898101898
30.0,1.0,0.08,0.2,0.7,25.0,0.8102413488228879,0.01898101898101898
25.0,1.0,0.02,0.5,0.7,15.0,0.7855375983788401,0.01898101898101898
30.0,0.6,0.08,0.2,0.7,40.0,0.7739295806574438,0.01898101898101898
30.0,0.6,0.08,0.2,1.0,40.0,0.7730602780649074,0.01898101898101898
25.0,1.0,0.04,0.5,1.0,15.0,0.7887936233718901,0.01898101898101898
30.0,0.6,0.04,0.5,1.3,40.0,0.7647249845997373,0.01898101898101898
30.0,0.6,0.04,0.5,0.7,25.0,0.7906404158276007,0.01898101898101898
25.0,0.6,0.08,0.0,1.3,40.0,0.7726994088393523,0.01898101898101898
25.0,0.6,0.08,0.0,1.3,25.0,0.793883260678857,0.01898101898101898
25.0,0.6,0.08,0.0,1.0,40.0,0.7726994088393523,0.01898101898101898
25.0,0.6,0.08,0.0,1.0,25.0,0.793883260678857,0.01898101898101898
30.0,0.6,0.04,0.2,1.3,40.0,0.7643654580000309,0.01898101898101898
25.0,0.6,0.08,0.0,0.7,40.0,0.7726994088393523,0.01898101898101898
25.0,0.6,0.08,0.0,0.7,25.0,0.793883260678857,0.01898101898101898
25.0,0.6,0.08,0.2,0.7,25.0,0.7936394278093334,0.01898101898101898
25.0,1.0,0.08,0.0,1.3,15.0,0.792867363632215,0.01898101898101898
25.0,0.6,0.04,0.5,1.3,25.0,0.7865343707243577,0.01898101898101898
25.0,1.0,0.08,0.0,1.3,25.0,0.8112925260952323,0.01898101898101898
35.0,0.3,0.04,0.5,0.7,40.0,0.7571036239697423,0.01898101898101898
25.0,0.6,0.04,0.5,1.0,40.0,0.765442873672693,0.01898101898101898
25.0,0.6,0.04,0.5,1.0,25.0,0.7877619812986365,0.01898101898101898
30.0,0.6,0.04,0.2,1.0,40.0,0.764605046552135,0.01898101898101898
25.0,0.6,0.04,0.5,0.7,40.0,0.768866601656612,0.01898101898101898
25.0,0.6,0.04,0.5,0.7,25.0,0.7907102725709477,0.01898101898101898
35.0,1.0,0.08,0.5,1.3,25.0,0.8103263594664909,0.01898101898101898
25.0,0.6,0.04,0.5,1.3,40.0,0.7640089488310654,0.01898101898101898
25.0,0.6,0.08,0.2,0.7,40.0,0.7723803200329793,0.01898101898101898
30.0,1.0,0.04,0.2,1.3,25.0,0.8011990603782877,0.01898101898101898
35.0,0.3,0.02,0.5,0.7,40.0,0.7554557354293427,0.01898101898101898
25.0,0.6,0.08,0.5,1.3,40.0,0.7727278249659575,0.01898101898101898
30.0,0.6,0.08,0.0,1.3,40.0,0.7716961606127499,0.01898101898101898
25.0,0.6,0.08,0.5,1.0,40.0,0.7723793144057988,0.01898101898101898
25.0,0.6,0.08,0.5,1.0,25.0,0.7935986293547846,0.01898101898101898
30.0,0.6,0.04,0.5,0.7,40.0,0.7688506263796461,0.01898101898101898
30.0,0.6,0.04,0.5,1.0,40.0,0.765302345729324,0.01898101898101898
25.0,0.6,0.08,0.5,0.7,40.0,0.7767643463983053,0.01898101898101898
35.0,0.3,0.02,0.5,1.0,40.0,0.7490034832991858,0.01898101898101898
25.0,1.0,0.08,0.0,1.0,15.0,0.792867363632215,0.01898101898101898
25.0,0.6,0.08,0.5,1.3,25.0,0.793917115469183,0.01898101898101898
25.0,1.0,0.04,0.0,1.0,15.0,0.7870859788973683,0.01898101898101898
30.0,1.0,0.02,0.5,1.0,25.0,0.7933356492998802,0.01898101898101898
30.0,0.6,0.04,0.5,1.0,25.0,0.7876281750925359,0.01898101898101898
25.0,0.6,0.08,0.2,1.3,40.0,0.7727237102297738,0.01898101898101898
25.0,0.6,0.08,0.2,1.3,25.0,0.7939101362536638,0.01898101898101898
25.0,1.0,0.08,0.0,1.0,25.0,0.8112925260952323,0.01898101898101898
25.0,0.6,0.08,0.2,1.0,40.0,0.7726921895834529,0.01898101898101898
25.0,0.6,0.08,0.2,1.0,25.0,0.7938847067265806,0.01898101898101898
25.0,0.6,0.08,0.5,0.7,25.0,0.7978821314865819,0.01898101898101898
30.0,1.0,0.02,0.2,1.0,40.0,0.7686466016983099,0.02197802197802198
25.0,1.0,0.04,0.0,1.0,40.0,0.7793833272599003,0.02197802197802198
35.0,1.0,0.04,0.0,1.3,40.0,0.7770023065696979,0.02197802197802198
30.0,1.0,0.02,0.5,0.7,25.0,0.7961809341917186,0.02197802197802198
30.0,1.0,0.02,0.5,0.7,40.0,0.7733696014734451,0.02197802197802198
35.0,1.0,0.04,0.0,1.0,40.0,0.7770023065696979,0.02197802197802198
30.0,1.0,0.02,0.5,1.0,40.0,0.7706506770560857,0.02197802197802198
35.0,1.0,0.02,0.5,1.0,40.0,0.7728313131713485,0.02197802197802198
30.0,1.0,0.02,0.2,1.3,40.0,0.7678527435173245,0.02197802197802198
35.0,1.0,0.02,0.5,1.3,40.0,0.7703343742205551,0.02197802197802198
35.0,1.0,0.04,0.0,0.7,40.0,0.7770023065696979,0.02197802197802198
25.0,1.0,0.04,0.2,1.0,40.0,0.7804853820137954,0.02197802197802198
25.0,1.0,0.04,0.0,1.3,25.0,0.8007987351855618,0.02197802197802198
25.0,1.0,0.04,0.5,1.0,40.0,0.7816621066313194,0.02197802197802198
35.0,1.0,0.08,0.5,1.0,40.0,0.7913422369042925,0.02197802197802198
25.0,1.0,0.04,0.5,1.0,25.0,0.803096190831147,0.02197802197802198
35.0,1.0,0.08,0.5,0.7,40.0,0.7945079466178246,0.02197802197802198
25.0,1.0,0.04,0.5,0.7,40.0,0.7826546928429899,0.02197802197802198
25.0,1.0,0.04,0.5,0.7,25.0,0.8041563129355139,0.02197802197802198
25.0,1.0,0.04,0.2,1.3,40.0,0.7798690253233065,0.02197802197802198
25.0,1.0,0.04,0.2,1.3,25.0,0.8012863703552737,0.02197802197802198
25.0,1.0,0.04,0.2,1.0,25.0,0.8019040204539184,0.02197802197802198
25.0,1.0,0.04,0.2,0.7,40.0,0.7816193216546133,0.02197802197802198
30.0,1.0,0.02,0.0,0.7,40.0,0.7676349750204768,0.02197802197802198
35.0,1.0,0.04,0.5,1.3,40.0,0.7808413365941836,0.02197802197802198
25.0,1.0,0.04,0.2,0.7,25.0,0.8030505832132326,0.02197802197802198
35.0,1.0,0.04,0.5,1.0,40.0,0.781708426133066,0.02197802197802198
30.0,1.0,0.02,0.0,1.0,40.0,0.7676349750204768,0.02197802197802198
35.0,1.0,0.04,0.5,0.7,40.0,0.7847499820052988,0.02197802197802198
30.0,1.0,0.02,0.0,1.3,40.0,0.7676349750204768,0.02197802197802198
35.0,1.0,0.04,0.2,1.3,40.0,0.7786360708051299,0.02197802197802198
25.0,1.0,0.04,0.0,1.3,40.0,0.7793833272599003,0.02197802197802198
35.0,1.0,0.04,0.2,1.0,40.0,0.7794335541611859,0.02197802197802198
